objectid,filename,youtubeid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
ushmm193,1944.05.31-905-2_Brandt_Kammler.png,,Letter to Brandt from Kammler,Kammler,31/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.31-905-2_Brandt_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm194,1944.05.31-907-1_Müller_Kammler.png,,Letter to Müller from Kammler,Kammler,31/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.31-907-1_Müller_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm195,1944.05.31-912-1_To_Kammler.png,,Letter to To from Kammler,Kammler,31/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.31-912-1_To_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm196,1944.05.31-912-2_To_Kammler.png,,Letter to To from Kammler,Kammler,31/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.31-912-2_To_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm197,1944.05.31-915-1_Brandt_Kammler.png,,Letter to Brandt from Kammler,Kammler,31/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.31-915-1_Brandt_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm198,1944.05.31-915-2_Brandt_Kammler.png,,Letter to Brandt from Kammler,Kammler,31/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.31-915-2_Brandt_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm199,1944.05.31-1914-1_Milch_Brandt.png,,Letter to Milch from Brandt,Brandt,31/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.31-1914-1_Milch_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm200,1944.05.31-1933-1_Pohl_Brandt.png,,Letter to Pohl from Brandt,Brandt,31/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.31-1933-1_Pohl_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm201,1944.05.xx--1_To_From-Vermerk.png,,Letter to To from From,Creator Unkown,05/1944,Vermerk,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.xx--1_To_From-Vermerk,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm202,1944.05.xx-1344-1_Himmler_Ehrensberger.png,,Letter to Himmler from Ehrensberger,Ehrensberger,05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.xx-1344-1_Himmler_Ehrensberger,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm203,1944.05.xx-1930-1_Kammler_Brandt-Duplicate.png,,Letter to Kammler from Brandt,Brandt,05/1944,Duplicate,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.xx-1930-1_Kammler_Brandt-Duplicate,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm204,1944.05.xx-1930-1_Kammler_Brandt-English.png,,Letter to Kammler from Brandt,Brandt,05/1944,English,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.xx-1930-1_Kammler_Brandt-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm205,1944.05.xx-1930-1_Kammler_Brandt.png,,Letter to Kammler from Brandt,Brandt,05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.xx-1930-1_Kammler_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm206,1944.06.06-19-1_Wankel_SS-Standartenführer.png,,Letter to Wankel from SS Standartenführer,SS,06/06/1944,Standartenführer,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.06-19-1_Wankel_SS-Standartenführer,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm207,1944.06.06-954-1_Himmler_Pohl.png,,Letter to Himmler from Pohl,Pohl,06/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.06-954-1_Himmler_Pohl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm208,1944.06.07-1936-1_Pohl_Brandt.png,,Letter to Pohl from Brandt,Brandt,07/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.07-1936-1_Pohl_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm209,1944.06.08-1944-1_Heissmeyer_Brandt.png,,Letter to Heissmeyer from Brandt,Brandt,08/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.08-1944-1_Heissmeyer_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm210,1944.06.09-751-1_Heissmeyer_Brandt.png,,Letter to Heissmeyer from Brandt,Brandt,09/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.09-751-1_Heissmeyer_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm211,1944.06.09-837-1_Bartels_Brandt.png,,Letter to Bartels from Brandt,Brandt,09/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.09-837-1_Bartels_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm212,1944.06.09-1936-1_Pohl_Brandt.png,,Letter to Pohl from Brandt,Brandt,09/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.09-1936-1_Pohl_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm213,1944.06.10-14-1_Brandt_Heissmeyer.png,,Letter to Brandt from Heissmeyer,Heissmeyer,10/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.10-14-1_Brandt_Heissmeyer,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm214,1944.06.10-82-1_ChefdesOberkammandosderWehrmacht_From-copy.png,,Letter to ChefdesOberkammandosderWehrmacht from From,Creator Unkown,10/06/1944,copy,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.10-82-1_ChefdesOberkammandosderWehrmacht_From-copy,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm215,1944.06.10-82-1_ChefdesOberkammandosderWehrmacht_From.png,,Letter to ChefdesOberkammandosderWehrmacht from From,Creator Unkown,10/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.10-82-1_ChefdesOberkammandosderWehrmacht_From,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm216,1944.06.10-82-2_ChefdesOberkammandosderWehrmacht_From.png,,Letter to ChefdesOberkammandosderWehrmacht from From,Creator Unkown,10/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.10-82-2_ChefdesOberkammandosderWehrmacht_From,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm217,1944.06.14-1158-1_Brandt_Bartels.png,,Letter to Brandt from Bartels,Bartels,14/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.14-1158-1_Brandt_Bartels,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm218,1944.06.14-1158-2_Brandt_Bartels.png,,Letter to Brandt from Bartels,Bartels,14/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.14-1158-2_Brandt_Bartels,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm219,1944.06.15-1079--_To_Kammler-B2-Halberstadt.png,,Letter to To from Kammler,Kammler,15/06/1944,B2 Halberstadt,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.15-1079--_To_Kammler-B2-Halberstadt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm220,1944.06.15-1079--_To_Kammler-B5-Leitheritz.png,,Letter to To from Kammler,Kammler,15/06/1944,B5 Leitheritz,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.15-1079--_To_Kammler-B5-Leitheritz,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm221,1944.06.15-1079--_To_Kammler-B7-Happurg.png,,Letter to To from Kammler,Kammler,15/06/1944,B7 Happurg,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.15-1079--_To_Kammler-B7-Happurg,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm222,1944.06.15-1079--_To_Kammler-B8-StGeorgen.png,,Letter to To from Kammler,Kammler,15/06/1944,B8 StGeorgen,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.15-1079--_To_Kammler-B8-StGeorgen,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm223,1944.06.15-1079--_To_Kammler-B9-Melk.png,,Letter to To from Kammler,Kammler,15/06/1944,B9 Melk,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.15-1079--_To_Kammler-B9-Melk,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm224,1944.06.15-1079--_To_Kammler-B11-Nordhausen-Niedersachswerfen.png,,Letter to To from Kammler,Kammler,15/06/1944,B11 Nordhausen Niedersachswerfen,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.15-1079--_To_Kammler-B11-Nordhausen-Niedersachswerfen,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm225,1944.06.15-1079--_To_Kammler-B12-Nordhausen-Ellrich.png,,Letter to To from Kammler,Kammler,15/06/1944,B12 Nordhausen Ellrich,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.15-1079--_To_Kammler-B12-Nordhausen-Ellrich,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm226,1944.06.15-1079--_To_Kammler-Zement.png,,Letter to To from Kammler,Kammler,15/06/1944,Zement,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.15-1079--_To_Kammler-Zement,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm227,1944.06.15-1079-1_To_Kammler-AMap.png,,Letter to To from Kammler,Kammler,15/06/1944,AMap,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.15-1079-1_To_Kammler-AMap,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm228,1944.06.15-1079-2_To_Kammler-BMap.png,,Letter to To from Kammler,Kammler,15/06/1944,BMap,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.15-1079-2_To_Kammler-BMap,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm229,1944.06.15-1079-33_To_Kammler-Spreadsheet.png,,Letter to To from Kammler,Kammler,15/06/1944,Spreadsheet,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.15-1079-33_To_Kammler-Spreadsheet,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm230,1944.06.15-1079-34_To_Kammler-Spreadsheet.png,,Letter to To from Kammler,Kammler,15/06/1944,Spreadsheet,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.15-1079-34_To_Kammler-Spreadsheet,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm231,1944.06.15-1079-35_To_Kammler-Spreadsheet.png,,Letter to To from Kammler,Kammler,15/06/1944,Spreadsheet,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.15-1079-35_To_Kammler-Spreadsheet,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm232,1944.06.15-1079-55_To_Kammler-Graph.png,,Letter to To from Kammler,Kammler,15/06/1944,Graph,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.15-1079-55_To_Kammler-Graph,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm233,1944.06.15-1098-1_To_Kammler-SpreadSheet.png,,Letter to To from Kammler,Kammler,15/06/1944,SpreadSheet,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.15-1098-1_To_Kammler-SpreadSheet,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm234,1944.06.15-1098-2_To_Kammler-SpreadSheet.png,,Letter to To from Kammler,Kammler,15/06/1944,SpreadSheet,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.15-1098-2_To_Kammler-SpreadSheet,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm235,1944.06.15-1098-3_To_Kammler-SpreadSheet.png,,Letter to To from Kammler,Kammler,15/06/1944,SpreadSheet,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.15-1098-3_To_Kammler-SpreadSheet,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm236,1944.06.15-1241-1_Heissmeyer_Brandt.png,,Letter to Heissmeyer from Brandt,Brandt,15/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.15-1241-1_Heissmeyer_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm237,1944.06.16-1079-58_To_Kammler-Spreadsheet.png,,Letter to To from Kammler,Kammler,16/06/1944,Spreadsheet,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.16-1079-58_To_Kammler-Spreadsheet,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm238,1944.06.16-1079-59_To_Kammler-Spreadsheet.png,,Letter to To from Kammler,Kammler,16/06/1944,Spreadsheet,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.16-1079-59_To_Kammler-Spreadsheet,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm239,1944.06.16-1079-60-x_To_Kammler-Spreadsheet.png,,Letter to To from Kammler,Kammler,16/06/1944,Kammler Spreadsheet,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.16-1079-60-x_To_Kammler-Spreadsheet,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm240,1944.06.16-1098-1_To_Kammler.png,,Letter to To from Kammler,Kammler,16/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.16-1098-1_To_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm241,1944.06.16-1098-2_To_Kammler.png,,Letter to To from Kammler,Kammler,16/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.16-1098-2_To_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm242,1944.06.16-1098-3_To_Kammler.png,,Letter to To from Kammler,Kammler,16/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.16-1098-3_To_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm243,1944.06.16-1098-4_To_Kammler.png,,Letter to To from Kammler,Kammler,16/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.16-1098-4_To_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm244,1944.06.17-1079-1_Schoenleben_Kammler.png,,Letter to Schoenleben from Kammler,Kammler,17/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.17-1079-1_Schoenleben_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm245,1944.06.17-1079-30_Dorsch_Kammler.png,,Letter to Dorsch from Kammler,Kammler,17/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.17-1079-30_Dorsch_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm246,1944.06.17-1079-56_To_Kammler.png,,Letter to To from Kammler,Kammler,17/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.17-1079-56_To_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm247,1944.06.17-1079-57_To_Kammler.png,,Letter to To from Kammler,Kammler,17/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.17-1079-57_To_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm248,1944.06.17-1950-1_Ohnesorge_Himmler.png,,Letter to Ohnesorge from Himmler,Himmler,17/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.17-1950-1_Ohnesorge_Himmler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm249,1944.06.17-1955-1_Milch_Himmler.png,,Letter to Milch from Himmler,Himmler,17/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.17-1955-1_Milch_Himmler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm250,1944.06.28-2507-1_Leeb_Pohl.png,,Letter to Leeb from Pohl,Pohl,28/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.28-2507-1_Leeb_Pohl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm251,1944.06.28-2507-2_Leeb_Pohl.png,,Letter to Leeb from Pohl,Pohl,28/06/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.06.28-2507-2_Leeb_Pohl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm252,1944.07.08--1_Himmler_Pohl.png,,Letter to Himmler from Pohl,Pohl,08/07/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.07.08--1_Himmler_Pohl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm253,1944.07.09--1_Pohl_Brandt.png,,Letter to Pohl from Brandt,Brandt,09/07/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.07.09--1_Pohl_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm254,1944.07.09-304-1_Brandt_Pohl.png,,Letter to Brandt from Pohl,Pohl,09/07/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.07.09-304-1_Brandt_Pohl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm255,1944.07.18--1_Pohl_Brandt.png,,Letter to Pohl from Brandt,Brandt,18/07/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.07.18--1_Pohl_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm256,1944.07.26-1700007-1_Ghudoba_Hauptsturmführer.png,,Letter to Ghudoba from Hauptsturmführer,Hauptsturmführer,26/07/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.07.26-1700007-1_Ghudoba_Hauptsturmführer,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm257,1944.07.26-1700007-2_Ghudoba_Hauptsturmführer.png,,Letter to Ghudoba from Hauptsturmführer,Hauptsturmführer,26/07/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.07.26-1700007-2_Ghudoba_Hauptsturmführer,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm258,1944.07.31-1202-1_Bericht_Kammler.png,,Letter to Bericht from Kammler,Kammler,31/07/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.07.31-1202-1_Bericht_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm259,1944.07.31-1202-2_Bericht_Kammler.png,,Letter to Bericht from Kammler,Kammler,31/07/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.07.31-1202-2_Bericht_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm260,1944.07.31-1202-3_Bericht_Kammler.png,,Letter to Bericht from Kammler,Kammler,31/07/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.07.31-1202-3_Bericht_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm261,1944.07.31-1202-4_Bericht_Kammler.png,,Letter to Bericht from Kammler,Kammler,31/07/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.07.31-1202-4_Bericht_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm262,1944.08.07-1998-1_Fegelein_From.png,,Letter to Fegelein from From,Creator Unkown,07/08/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.08.07-1998-1_Fegelein_From,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm263,1944.08.07-1998-1_Pohl_Himmler-stamped.png,,Letter to Pohl from Himmler,Himmler,07/08/1944,stamped,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.08.07-1998-1_Pohl_Himmler-stamped,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
